File_ID,Group_ID,Rating_01,Rating_02,Rating_03,Rating_04
img_0524.png,E,1,1,1,1
img_0525.png,E,1,1,1,1
img_0526.png,E,0,0,0,0
img_0527.png,E,2,2,2,2
img_0528.png,E,0,0,0,0
img_0529.png,E,1,1,1,1
img_0530.png,E,0,0,0,0
img_0531.png,E,1,2,1,1
img_0532.png,E,1,1,1,1
img_0533.png,E,1,1,1,1
img_0534.png,E,0,0,0,0
img_0535.png,E,1,1,1,1
img_0536.png,E,1,1,1,1
img_0537.png,E,1,1,1,1
img_0538.png,E,0,0,0,0
img_0539.png,E,0,0,0,0
img_0540.png,E,1,1,1,1
img_0541.png,E,0,0,0,0
img_0542.png,E,0,0,0,0
img_0543.png,E,1,1,1,1
img_0544.png,E,0,0,0,0
img_0545.png,E,0,0,0,0
img_0546.png,E,1,1,1,1
img_0547.png,E,0,0,0,0
img_0548.png,E,1,0,1,1
img_0549.png,E,2,2,2,1
img_0550.png,E,2,2,2,2
img_0551.png,E,0,0,0,0
img_0552.png,E,0,0,0,0
img_0553.png,E,0,0,1,1
img_0554.png,E,0,0,0,0
img_0555.png,E,2,2,2,2
img_0556.png,E,0,0,0,0
img_0557.png,E,0,1,1,0
img_0558.png,E,1,1,1,1
img_0559.png,E,0,0,0,1
img_0560.png,E,1,1,1,1
img_0561.png,E,1,1,1,1
img_0562.png,E,1,1,1,1
img_0563.png,E,0,0,0,0
img_0564.png,E,1,1,1,1
img_0565.png,E,0,0,0,0
img_0566.png,E,1,1,1,1
img_0567.png,E,1,2,1,2
img_0568.png,E,2,2,2,2
img_0569.png,E,0,0,0,0
img_0570.png,E,1,1,1,1
img_0571.png,E,1,2,1,1
img_0572.png,E,0,0,0,0
img_0573.png,E,2,2,2,2
img_0574.png,E,1,1,1,1
img_0575.png,E,1,2,1,1
img_0576.png,E,0,0,0,0
img_0577.png,E,0,0,0,0
img_0578.png,E,0,0,0,0
img_0579.png,E,0,1,1,1
img_0580.png,E,0,1,0,1
img_0581.png,E,0,0,0,0
img_0582.png,E,0,1,0,1
img_0583.png,E,1,1,1,1
img_0584.png,E,1,2,1,1
img_0585.png,E,0,0,0,0
img_0586.png,E,2,2,2,2
img_0587.png,E,1,1,1,1
img_0588.png,E,0,0,0,0
img_0589.png,E,0,2,0,1
img_0590.png,E,0,0,0,0
img_0591.png,E,1,1,1,1
img_0592.png,E,1,1,1,1
img_0593.png,E,0,0,0,0
img_0594.png,E,0,0,0,0
img_0595.png,E,0,1,0,0
img_0596.png,E,0,0,0,1
img_0597.png,E,1,2,1,1
img_0598.png,E,2,2,2,2
img_0599.png,E,0,0,0,0
img_0600.png,E,1,1,1,1
img_0601.png,E,0,0,0,0
img_0602.png,E,1,1,1,1
img_0603.png,E,1,1,1,1
img_0604.png,E,0,0,0,0
img_0605.png,E,1,1,0,1
img_0606.png,E,0,0,0,0
img_0607.png,E,0,1,0,1
img_0608.png,E,0,0,0,0
img_0609.png,E,0,0,0,0
img_0610.png,E,0,0,0,0
img_0611.png,E,0,0,0,0
img_0612.png,E,0,0,0,1
img_0613.png,E,0,0,0,0
img_0614.png,E,0,1,0,1
img_0615.png,E,0,0,0,0
img_0616.png,E,2,2,1,2
img_0617.png,E,0,0,0,0
img_0618.png,E,1,2,1,1
img_0619.png,E,1,1,1,1
img_0620.png,E,2,2,2,2
img_0621.png,E,1,2,1,1
img_0622.png,E,0,0,0,0
img_0623.png,E,0,1,0,0
img_0624.png,E,0,0,0,0
img_0625.png,E,0,0,0,0
img_0626.png,E,0,0,0,0
img_0627.png,E,2,2,1,2
img_0628.png,E,0,0,0,0
img_0629.png,E,0,0,0,0
img_0630.png,E,0,0,0,0
img_0631.png,E,1,2,1,1
img_0632.png,E,0,0,0,0
img_0633.png,E,1,1,1,1
img_0634.png,E,0,0,0,0
img_0635.png,E,1,1,1,1
img_0636.png,E,0,1,0,0
img_0637.png,E,0,0,0,0
img_0638.png,E,0,0,0,0
img_0639.png,E,0,0,0,0
img_0640.png,E,1,1,1,1
img_0641.png,E,1,1,1,1
img_0642.png,E,2,2,2,2
img_0643.png,E,0,0,0,0
img_0644.png,E,2,2,2,2
img_0645.png,E,0,0,0,0
img_0646.png,E,0,0,0,0
img_0647.png,E,0,0,0,0
img_0648.png,E,0,1,0,1
img_0649.png,E,0,0,0,0
img_0650.png,E,1,1,1,1
img_0651.png,E,1,1,1,1
img_0652.png,E,1,1,1,1
img_0653.png,E,1,1,1,1
img_0654.png,E,1,1,1,1
img_0655.png,F,1,1,1,1
img_0656.png,F,1,1,1,2
img_0657.png,F,1,1,1,1
img_0658.png,F,0,0,0,0
img_0659.png,F,0,0,0,2
img_0660.png,F,0,0,0,1
img_0661.png,F,2,2,2,2
img_0662.png,F,0,0,0,0
img_0663.png,F,0,0,0,0
img_0664.png,F,2,2,2,2
img_0665.png,F,1,1,1,1
img_0666.png,F,0,0,0,0
img_0667.png,F,0,1,1,0
img_0668.png,F,2,2,2,2
img_0669.png,F,1,0,1,1
img_0670.png,F,1,1,1,1
img_0671.png,F,2,2,2,2
img_0672.png,F,0,0,0,0
img_0673.png,F,0,0,0,0
img_0674.png,F,1,1,1,1
img_0675.png,F,1,1,1,1
img_0676.png,F,0,0,0,1
img_0677.png,F,2,1,2,2
img_0678.png,F,2,1,1,1
img_0679.png,F,0,0,0,0
img_0680.png,F,0,0,0,0
img_0681.png,F,2,1,2,2
img_0682.png,F,2,1,1,2
img_0683.png,F,0,0,0,0
img_0684.png,F,0,0,0,0
img_0685.png,F,0,0,0,1
img_0686.png,F,2,2,2,2
img_0687.png,F,2,2,2,1
img_0688.png,F,1,1,1,1
img_0689.png,F,1,1,1,1
img_0690.png,F,1,0,0,1
img_0691.png,F,0,0,0,0
img_0692.png,F,0,0,0,0
img_0693.png,F,0,0,0,0
img_0694.png,F,2,2,2,2
img_0695.png,F,1,1,1,1
img_0696.png,F,0,0,0,0
img_0697.png,F,1,1,1,1
img_0698.png,F,0,0,0,0
img_0699.png,F,0,0,0,0
img_0700.png,F,2,2,2,2
img_0701.png,F,2,1,1,1
img_0702.png,F,0,0,0,0
img_0703.png,F,2,1,1,2
img_0704.png,F,0,0,0,0
img_0705.png,F,0,0,0,0
img_0706.png,F,0,0,0,1
img_0707.png,F,2,1,2,2
img_0708.png,F,1,1,1,1
img_0709.png,F,0,0,1,1
img_0710.png,F,1,1,1,1
img_0711.png,F,0,0,0,0
img_0712.png,F,0,0,1,0
img_0713.png,F,2,2,2,2
img_0714.png,F,1,1,1,1
img_0715.png,F,0,0,0,1
img_0716.png,F,0,0,0,0
img_0717.png,F,0,0,0,0
img_0718.png,F,0,0,0,0
img_0719.png,F,0,0,0,0
img_0720.png,F,0,0,1,0
img_0721.png,F,0,0,0,0
img_0722.png,F,0,0,0,0
img_0723.png,F,0,0,0,0
img_0724.png,F,1,1,1,1
img_0725.png,F,0,0,0,0
img_0726.png,F,0,0,0,1
img_0727.png,F,1,1,1,1
img_0728.png,F,1,1,1,2
img_0729.png,F,0,0,0,0
img_0730.png,F,0,0,0,0
img_0731.png,F,2,1,2,2
img_0732.png,F,2,1,2,2
img_0733.png,F,1,1,1,1
img_0734.png,F,1,1,1,1
img_0735.png,F,0,0,0,0
img_0736.png,F,0,0,0,0
img_0737.png,F,0,0,0,0
img_0738.png,F,1,1,1,1
img_0739.png,F,0,0,0,0
img_0740.png,F,0,0,0,0
img_0741.png,F,0,0,0,0
img_0742.png,F,1,1,1,1
img_0743.png,F,2,2,2,2
img_0744.png,F,2,2,2,2
img_0745.png,F,2,1,2,2
img_0746.png,F,0,0,0,0
img_0747.png,F,0,0,0,0
img_0748.png,F,2,2,2,2
img_0749.png,F,0,0,0,0
img_0750.png,F,1,1,1,1
img_0751.png,F,0,0,0,1
img_0752.png,F,0,0,0,0
img_0753.png,F,0,0,0,1
img_0754.png,F,2,2,2,2
img_0755.png,F,2,2,2,2
img_0756.png,F,0,0,0,0
img_0757.png,F,1,1,1,1
img_0758.png,F,2,1,2,2
img_0759.png,F,1,1,1,1
img_0760.png,F,1,1,1,1
img_0761.png,F,0,0,0,0
img_0762.png,F,0,0,0,0
img_0763.png,F,0,0,0,0
img_0764.png,F,1,1,1,1
img_0765.png,F,0,0,0,0
img_0766.png,F,2,2,2,1
img_0767.png,F,2,2,2,2
img_0768.png,F,0,0,0,0
img_0769.png,F,0,0,1,0
img_0770.png,F,1,0,1,1
img_0771.png,F,0,0,0,0
img_0772.png,F,1,1,1,1
img_0773.png,F,1,1,1,1
img_0774.png,F,1,1,1,1
img_0775.png,F,0,0,0,0
img_0776.png,F,0,0,0,0
img_0777.png,F,0,1,1,0
img_0778.png,F,1,1,1,1
img_0779.png,F,2,2,2,2
img_0780.png,F,0,0,0,0
img_0781.png,F,0,0,0,0
img_0782.png,F,1,1,1,1
img_0783.png,F,0,0,0,0
img_0784.png,F,1,1,1,2
img_0785.png,F,1,1,1,1
img_0786.png,F,1,1,1,1
img_0787.png,F,0,0,0,0
img_0788.png,F,1,1,1,1
img_0789.png,F,2,1,2,2
img_0790.png,F,0,0,0,0
img_0791.png,F,1,1,1,1
img_0792.png,F,2,2,2,2
img_0793.png,F,1,1,2,2
img_0794.png,F,1,1,1,1
img_0795.png,F,1,1,2,1
img_0796.png,F,0,0,0,0
img_0797.png,F,1,1,1,1
img_0798.png,F,0,0,0,0
img_0799.png,F,0,0,0,1
img_0800.png,F,0,0,0,0
img_0801.png,F,1,1,1,1
img_0802.png,F,2,2,2,2
img_0803.png,F,1,1,1,2
img_0804.png,F,2,2,2,1
img_0805.png,F,0,0,0,0
img_0806.png,F,2,2,2,2
img_0807.png,F,0,0,0,0
img_0808.png,F,2,1,2,1
img_0809.png,F,0,0,0,0
img_0810.png,F,0,0,0,1
img_0811.png,F,0,0,0,0
img_0812.png,F,1,1,1,1
img_0813.png,F,1,0,0,0
img_0814.png,F,1,1,1,1
img_0815.png,F,0,1,0,0
img_0816.png,F,0,0,0,0
img_0817.png,F,0,0,0,0
img_0818.png,F,0,0,0,0
img_0819.png,F,0,0,0,0
img_0820.png,F,1,1,1,1
img_0821.png,F,0,0,0,1
img_0822.png,F,2,1,1,1
img_0823.png,F,0,0,0,0
img_0824.png,F,0,0,0,0
img_0825.png,F,1,2,2,2
img_0826.png,F,0,0,0,0
img_0827.png,F,0,0,0,0
img_0828.png,F,1,1,1,0
img_0829.png,F,0,0,0,0
img_0830.png,F,0,0,0,0
img_0831.png,F,0,0,0,0
img_0832.png,F,2,2,2,2
img_0833.png,F,0,0,0,0
img_0834.png,F,1,1,1,1
img_0835.png,F,1,1,1,1
img_0836.png,F,0,0,0,0
img_0837.png,F,0,0,0,0
img_0838.png,F,0,0,0,0
img_0839.png,F,2,2,2,2
img_0840.png,F,2,2,2,2
img_0841.png,F,0,0,0,0
img_0842.png,F,2,2,2,2
img_0843.png,F,0,0,0,0
img_0844.png,F,1,1,1,1
img_0845.png,F,1,1,1,1
img_0846.png,F,2,1,1,1
img_0847.png,F,2,1,2,1
img_0848.png,F,0,0,0,0
img_0849.png,F,1,1,1,1
img_0850.png,F,0,0,0,0
img_0851.png,F,1,1,1,1
img_0852.png,F,0,0,0,0
img_0853.png,F,0,0,0,0
img_0854.png,F,0,0,0,0
img_1572.png,M,2,2,2,2,2
img_1573.png,M,2,2,2,2,2
img_1574.png,M,0,0,0,0,0
img_1575.png,M,2,2,2,2,2
img_1576.png,M,2,2,2,2,2
img_1577.png,M,0,0,0,0,0
img_1578.png,M,1,0,1,1,1
img_1579.png,M,0,0,1,0,0
img_1580.png,M,1,1,1,1,1
img_1581.png,M,2,2,2,2,2
img_1582.png,M,1,1,2,1,1
img_1583.png,M,1,1,1,1,1
img_1584.png,M,1,1,1,0,0
img_1585.png,M,0,0,0,0,0
img_1586.png,M,2,2,2,2,1
img_1587.png,M,2,2,2,2,2
img_1588.png,M,0,0,0,0,0
img_1589.png,M,0,0,1,0,1
img_1590.png,M,0,1,1,0,1
img_1591.png,M,0,0,0,0,0
img_1592.png,M,0,0,0,0,1
img_1593.png,M,2,2,2,2,2
img_1594.png,M,1,1,2,1,2
img_1595.png,M,0,0,1,1,1
img_1596.png,M,0,0,0,0,0
img_1597.png,M,0,0,0,1,1
img_1598.png,M,0,0,0,0,0
img_1599.png,M,0,0,0,0,0
img_1600.png,M,0,0,0,1,1
img_1601.png,M,0,0,0,1,0
img_1602.png,M,1,2,1,2,2
img_1603.png,M,2,2,2,2,2
img_1604.png,M,1,1,1,1,1
img_1605.png,M,1,2,2,2,2
img_1606.png,M,0,0,0,0,0
img_1607.png,M,2,2,2,2,2
img_1608.png,M,0,0,0,0,0
img_1609.png,M,0,0,0,0,0
img_1610.png,M,2,2,2,2,2
img_1611.png,M,0,0,1,0,1
img_1612.png,M,1,2,2,2,2
img_1613.png,M,0,1,1,1,1
img_1614.png,M,2,2,2,2,2
img_1615.png,M,1,2,2,2,2
img_1616.png,M,1,1,2,1,1
img_1617.png,M,0,0,0,0,0
img_1618.png,M,1,2,2,2,2
img_1619.png,M,0,0,0,0,0
img_1620.png,M,0,0,0,0,0
img_1621.png,M,0,0,0,0,0
img_1622.png,M,2,1,2,2,1
img_1623.png,M,0,0,1,1,0
img_1624.png,M,0,0,1,1,1
img_1625.png,M,1,1,1,1,1
img_1626.png,M,0,1,0,0,0
img_1627.png,M,0,0,0,0,0
img_1628.png,M,0,0,0,0,0
img_1629.png,M,0,0,1,0,0
img_1630.png,M,0,1,0,1,1
img_1631.png,M,1,1,1,1,1
img_1632.png,M,2,2,2,2,2
img_1633.png,M,0,0,0,0,0
img_1634.png,M,0,1,1,1,1
img_1635.png,M,1,1,0,1,1
img_1636.png,M,0,1,1,1,1
img_1637.png,M,2,2,2,2,2
img_1638.png,M,1,2,2,1,1
img_1639.png,M,1,1,1,1,1
img_1640.png,M,0,0,0,0,0
img_1641.png,M,0,0,0,0,0
img_1642.png,M,0,0,0,0,0
img_1643.png,M,0,0,0,0,1
img_1644.png,M,0,0,0,0,0
img_1645.png,M,1,1,2,1,1
img_1646.png,M,2,2,2,2,2
img_1647.png,M,0,0,0,0,0
img_1648.png,M,0,0,0,0,0
img_1649.png,M,0,0,0,0,0
img_1650.png,M,0,0,0,0,0
img_1651.png,M,0,0,0,0,0
img_1652.png,M,0,0,0,0,0
img_1653.png,M,2,2,2,2,2
img_1654.png,M,2,2,2,2,2
img_1655.png,M,0,0,0,0,1
img_1656.png,M,0,1,1,1,1
img_1657.png,M,0,0,0,0,0
img_1658.png,M,0,0,1,0,1
img_1659.png,M,0,0,0,0,0
img_1660.png,M,1,1,1,1,1
img_1661.png,M,0,0,0,0,1
img_1662.png,M,2,2,2,2,2
img_1663.png,M,2,2,2,2,2
img_1664.png,M,0,0,0,0,1
img_1665.png,M,2,2,2,2,2
img_1666.png,M,0,0,0,0,0
img_1667.png,M,1,1,1,1,1
img_1668.png,M,1,1,1,1,1
img_1669.png,M,1,2,2,2,2
img_1670.png,M,1,1,1,1,1
img_1671.png,M,0,0,0,0,0
img_1672.png,M,1,1,1,0,1
img_1673.png,M,1,1,1,q,1
img_1674.png,M,0,0,0,0,0
img_1675.png,M,1,1,1,1,1
img_1676.png,M,0,0,0,0,0
img_1677.png,M,2,2,2,2,2
img_1678.png,M,2,2,2,2,2
img_1679.png,M,2,2,2,2,2
img_1680.png,M,2,2,2,2,2
img_1681.png,M,0,0,0,0,1
img_1682.png,M,1,1,1,1,1
img_1683.png,M,0,0,0,0,1
img_1684.png,M,0,0,0,0,0
img_1685.png,M,2,2,2,2,2
img_1686.png,M,0,0,0,0,0
img_1687.png,M,1,1,1,1,1
img_1688.png,M,0,1,1,1,1
img_1689.png,M,1,2,2,2,2
img_1690.png,M,1,1,1,1,1
img_1691.png,M,0,0,0,0,0
img_1692.png,M,2,2,2,2,2
img_1693.png,M,2,2,2,2,2
img_1694.png,M,1,2,2,2,1
img_1695.png,M,2,2,2,2,2
img_1696.png,M,1,2,2,2,2
img_1697.png,M,2,2,2,2,2
img_1698.png,M,0,0,0,0,0
img_1699.png,M,0,0,1,0,1
img_1700.png,M,1,2,2,2,1
img_1701.png,M,0,1,1,1,1
img_1702.png,M,1,2,2,2,1
img_1703.png,M,1,1,1,1,1
img_1704.png,M,0,0,0,0,0
img_1705.png,M,0,0,0,0,1
img_1706.png,M,2,2,2,2,1
img_1707.png,M,0,1,1,1,1
img_1708.png,M,0,0,0,0,0
img_1709.png,M,0,0,1,0,0
img_1710.png,M,1,2,2,1,2
img_1711.png,M,1,2,2,1,1
img_1712.png,M,1,1,1,1,1
img_1713.png,M,1,2,2,2,1
img_1714.png,M,1,2,2,1,2
img_1715.png,M,0,0,0,0,0
img_1716.png,M,2,2,2,2,2
img_1717.png,M,1,2,2,0,2
img_1718.png,M,0,0,0,2,0
img_1719.png,M,2,2,2,2,2
img_1720.png,M,0,0,0,0,0
img_1721.png,M,2,2,2,2,2
img_1722.png,M,0,0,0,0,0
img_1723.png,M,1,2,2,1,1
img_1724.png,M,0,0,0,0,0
img_1725.png,M,0,0,0,0,0
img_1726.png,M,2,2,2,2,2
img_1727.png,M,2,2,2,2,2
img_1728.png,M,1,1,1,1,1
img_1729.png,M,1,1,1,1,1
img_1730.png,M,2,2,2,2,2
img_1731.png,M,0,0,0,0,0
img_1732.png,M,0,0,0,0,0
img_1733.png,M,1,2,2,1,1
img_1734.png,M,2,2,2,2,2
img_1735.png,M,2,2,2,2,2
img_1736.png,M,0,0,0,0,0
img_1737.png,M,0,0,0,0,0
img_1738.png,M,1,1,1,1,1
img_1739.png,M,2,2,2,2,2
img_1740.png,M,2,2,2,2,2
img_1741.png,M,0,0,0,0,0
img_1742.png,M,0,0,0,0,1
img_1743.png,M,0,0,0,0,0
img_1744.png,M,0,0,1,0,1
img_1745.png,M,2,2,2,2,2
img_1746.png,M,2,2,2,2,2
img_1747.png,M,0,1,1,0,1
img_1748.png,M,0,0,0,0,0
img_1749.png,M,0,0,0,0,1
img_1750.png,M,1,2,2,1,1
img_1751.png,M,0,0,1,0,1
img_1752.png,M,0,0,1,0,0
img_1753.png,M,0,1,1,0,1
img_1754.png,M,1,2,2,2,2
img_1755.png,M,2,2,2,2,2
img_1756.png,M,1,1,1,0,1
img_1757.png,M,2,2,2,2,2
img_1758.png,M,2,2,2,2,2
img_1759.png,M,0,0,0,0,1
img_1760.png,M,0,0,0,0,0
img_1761.png,M,0,1,1,0,1
img_1762.png,M,0,0,1,0,1
img_1763.png,M,0,1,1,1,1
img_1764.png,M,0,1,1,2,1
img_1765.png,M,2,2,2,0,2
img_1766.png,M,0,0,0,1,1
img_1767.png,M,1,1,1,1,1
img_1768.png,M,1,2,2,0,2
img_1769.png,M,0,1,1,0,0
img_1770.png,M,0,1,0,1,1
img_1771.png,M,0,1,1,0,0
